ID_BAYAR,ID_SEWA,ID_ADMIN,METODE_BAYAR,DP_AWAL,SISA_BAYAR,TOTAL_BAYAR,TGL_BAYAR,STATUS_BAYAR,BUKTI_TRANSFER
357,357,2,CASH,150000,0,500000,12/9/2024,LUNAS,
358,358,2,QRIS,0,0,0,12/25/2024,BELUM BAYAR,
359,359,2,TRANSFER,252000,0,840000,9/15/2024,LUNAS,BUKTI-359-2024
360,360,3,QRIS,3180000,0,10600000,6/19/2024,LUNAS,
361,361,1,TRANSFER,450000,0,1500000,9/12/2024,LUNAS,BUKTI-361-2024
362,362,3,CASH,0,0,0,12/16/2024,BELUM BAYAR,
363,363,2,TRANSFER,126000,0,420000,6/2/2024,LUNAS,BUKTI-363-2024
364,364,3,QRIS,0,0,0,4/1/2024,BELUM BAYAR,
365,365,3,QRIS,0,0,0,6/20/2024,BELUM BAYAR,
366,366,3,TRANSFER,0,0,0,8/23/2024,BELUM BAYAR,BUKTI-366-2024
367,367,5,TRANSFER,186000,0,620000,6/28/2024,LUNAS,BUKTI-367-2024
368,368,5,KARTU KREDIT,780000,0,2600000,9/4/2024,LUNAS,
369,369,5,QRIS,105000,0,350000,7/31/2024,LUNAS,
370,370,1,CASH,900000,0,3000000,11/18/2024,LUNAS,
371,371,4,KARTU KREDIT,0,0,0,12/30/2024,BELUM BAYAR,
372,372,4,QRIS,126000,0,420000,3/7/2024,LUNAS,
373,373,5,TRANSFER,756000,0,2520000,7/6/2024,LUNAS,BUKTI-373-2024
374,374,1,CASH,1890000,0,6300000,10/4/2024,LUNAS,
375,375,3,QRIS,578000,0,1925000,10/11/2024,LUNAS,
376,376,3,TRANSFER,432000,0,1440000,8/15/2024,LUNAS,BUKTI-376-2024
377,377,5,CASH,300000,0,1000000,6/13/2024,LUNAS,
378,378,3,TRANSFER,348000,812000,1160000,5/16/2024,DP,BUKTI-378-2024
379,379,2,TRANSFER,960000,0,3200000,12/21/2024,LUNAS,BUKTI-379-2024
380,380,5,TRANSFER,165000,385000,550000,6/23/2024,DP,BUKTI-380-2024
381,381,1,QRIS,1455000,0,4850000,5/9/2024,LUNAS,
382,382,3,TRANSFER,114000,0,380000,3/19/2024,LUNAS,BUKTI-382-2024
383,383,5,CASH,576000,1344000,1920000,4/6/2024,DP,
384,384,4,TRANSFER,630000,0,2100000,6/26/2024,LUNAS,BUKTI-384-2024
385,385,1,TRANSFER,510000,0,1700000,11/16/2024,LUNAS,BUKTI-385-2024
386,386,1,TRANSFER,1350000,0,4500000,10/22/2024,LUNAS,BUKTI-386-2024
387,387,4,QRIS,300000,0,1000000,4/7/2024,LUNAS,
388,388,2,TRANSFER,1380000,0,4600000,12/2/2024,LUNAS,BUKTI-388-2024
389,389,2,QRIS,1035000,0,3450000,9/28/2024,LUNAS,
390,390,2,CASH,186000,0,620000,6/3/2024,LUNAS,
391,391,4,QRIS,636000,0,2120000,10/9/2024,LUNAS,
392,392,5,CASH,480000,0,1600000,12/25/2024,LUNAS,
393,393,3,CASH,240000,0,800000,2/15/2024,LUNAS,
394,394,2,QRIS,279000,651000,930000,6/16/2024,DP,
395,395,2,CASH,87000,0,290000,4/3/2024,LUNAS,
396,396,5,QRIS,2160000,0,7200000,6/27/2024,LUNAS,
397,397,2,CASH,165000,0,550000,12/21/2024,LUNAS,
398,398,1,QRIS,330000,0,1100000,4/13/2024,LUNAS,
399,399,1,QRIS,1170000,0,3900000,6/20/2024,LUNAS,
400,400,3,CASH,2520000,0,8400000,12/9/2024,LUNAS,
401,401,2,CASH,270000,0,900000,12/14/2024,LUNAS,
402,402,4,QRIS,201000,0,670000,7/18/2024,LUNAS,
403,403,1,CASH,684000,0,2280000,12/9/2024,LUNAS,
404,404,4,TRANSFER,372000,0,1240000,12/14/2024,LUNAS,BUKTI-404-2024
405,405,3,TRANSFER,495000,0,1650000,12/23/2024,LUNAS,BUKTI-405-2024
406,406,1,TRANSFER,975000,0,3250000,7/18/2024,LUNAS,BUKTI-406-2024
407,407,2,TRANSFER,810000,0,2700000,2/27/2024,LUNAS,BUKTI-407-2024
408,408,4,CASH,585000,1365000,1950000,7/18/2024,DP,
409,409,5,TRANSFER,522000,1218000,1740000,12/6/2024,DP,BUKTI-409-2024
410,410,3,CASH,228000,0,760000,8/17/2024,LUNAS,
411,411,4,TRANSFER,360000,0,1200000,12/27/2024,LUNAS,BUKTI-411-2024
412,412,3,QRIS,405000,0,1350000,10/14/2024,LUNAS,
413,413,3,KARTU KREDIT,315000,0,1050000,6/19/2024,LUNAS,
414,414,4,QRIS,225000,0,750000,6/16/2024,LUNAS,
415,415,2,KARTU KREDIT,0,0,0,12/19/2024,BELUM BAYAR,
416,416,4,QRIS,225000,0,750000,8/7/2024,LUNAS,
417,417,5,CASH,540000,0,1800000,8/2/2024,LUNAS,
418,418,5,TRANSFER,864000,0,2880000,2/8/2024,LUNAS,BUKTI-418-2024
419,419,2,CASH,360000,0,1200000,5/15/2024,LUNAS,
420,420,1,CASH,870000,0,2900000,2/10/2024,LUNAS,
421,421,4,CASH,0,0,0,6/30/2024,BELUM BAYAR,
422,422,2,QRIS,0,0,0,12/2/2024,BELUM BAYAR,
423,423,1,TRANSFER,0,0,0,6/8/2024,BELUM BAYAR,BUKTI-423-2024
424,424,3,TRANSFER,630000,1470000,2100000,12/11/2024,DP,BUKTI-424-2024
425,425,4,KARTU KREDIT,480000,0,1600000,6/23/2024,LUNAS,
426,426,2,KARTU KREDIT,93000,0,310000,8/26/2024,LUNAS,
427,427,4,TRANSFER,564000,0,1880000,2/9/2024,LUNAS,BUKTI-427-2024
428,428,5,CASH,576000,1344000,1920000,12/20/2024,DP,
429,429,4,KARTU KREDIT,501000,0,1670000,1/23/2024,LUNAS,
430,430,3,TRANSFER,384000,0,1280000,6/17/2024,LUNAS,BUKTI-430-2024
431,431,5,TRANSFER,0,0,0,3/19/2024,BELUM BAYAR,BUKTI-431-2024
432,432,2,QRIS,1200000,0,4000000,12/27/2024,LUNAS,
433,433,2,TRANSFER,798000,0,2660000,10/3/2024,LUNAS,BUKTI-433-2024
434,434,1,CASH,609000,0,2030000,5/4/2024,LUNAS,
435,435,1,CASH,1920000,0,6400000,4/26/2024,LUNAS,
436,436,1,TRANSFER,0,0,0,5/18/2024,BELUM BAYAR,BUKTI-436-2024
437,437,5,CASH,540000,0,1800000,2/8/2024,LUNAS,
438,438,5,QRIS,1170000,0,3900000,3/30/2024,LUNAS,
439,439,5,QRIS,261000,0,870000,8/5/2024,LUNAS,
440,440,5,QRIS,0,0,0,1/19/2024,BELUM BAYAR,
441,441,2,CASH,3150000,0,10500000,7/12/2024,LUNAS,
442,442,4,TRANSFER,578000,0,1925000,12/30/2024,LUNAS,BUKTI-442-2024
443,443,1,TRANSFER,456000,0,1520000,12/29/2024,LUNAS,BUKTI-443-2024
444,444,2,TRANSFER,0,0,0,6/15/2024,BELUM BAYAR,BUKTI-444-2024
445,445,2,TRANSFER,576000,1344000,1920000,5/23/2024,DP,BUKTI-445-2024
446,446,2,TRANSFER,390000,0,1300000,2/28/2024,LUNAS,BUKTI-446-2024
447,447,1,TRANSFER,630000,0,2100000,2/10/2024,LUNAS,BUKTI-447-2024
448,448,5,QRIS,1800000,0,6000000,6/22/2024,LUNAS,
449,449,5,CASH,0,0,0,6/13/2024,BELUM BAYAR,
450,450,3,CASH,609000,0,2030000,4/28/2024,LUNAS,
451,451,1,QRIS,609000,0,2030000,1/3/2024,LUNAS,
452,452,2,CASH,2520000,0,8400000,7/13/2024,LUNAS,
453,453,5,CASH,270000,0,900000,1/7/2024,LUNAS,
454,454,5,QRIS,248000,0,825000,4/16/2024,LUNAS,
455,455,2,CASH,756000,0,2520000,9/2/2024,LUNAS,
456,456,5,TRANSFER,1440000,0,4800000,10/15/2024,LUNAS,BUKTI-456-2024
457,457,2,TRANSFER,315000,0,1050000,8/5/2024,LUNAS,BUKTI-457-2024
458,458,3,CASH,0,0,0,6/20/2024,BELUM BAYAR,
459,459,4,QRIS,432000,0,1440000,2/11/2024,LUNAS,
460,460,3,QRIS,570000,0,1900000,5/15/2024,LUNAS,
461,461,5,CASH,570000,0,1900000,6/18/2024,LUNAS,
462,462,2,CASH,525000,1225000,1750000,7/9/2024,DP,
463,463,1,TRANSFER,156000,0,520000,5/14/2024,LUNAS,BUKTI-463-2024
464,464,5,TRANSFER,1395000,0,4650000,12/7/2024,LUNAS,BUKTI-464-2024
465,465,3,CASH,0,0,0,12/2/2024,BELUM BAYAR,
466,466,1,CASH,1023000,0,3410000,1/21/2024,LUNAS,
467,467,4,TRANSFER,180000,0,600000,6/25/2024,LUNAS,BUKTI-467-2024
468,468,4,TRANSFER,600000,0,2000000,2/22/2024,LUNAS,BUKTI-468-2024
469,469,5,TRANSFER,1350000,0,4500000,6/1/2024,LUNAS,BUKTI-469-2024
470,470,1,QRIS,690000,0,2300000,6/17/2024,LUNAS,
471,471,4,CASH,672000,0,2240000,12/5/2024,LUNAS,
472,472,2,QRIS,945000,0,3150000,3/8/2024,LUNAS,
473,473,5,KARTU KREDIT,0,0,0,12/29/2024,BELUM BAYAR,
474,474,3,TRANSFER,83000,0,275000,10/17/2024,LUNAS,BUKTI-474-2024
475,475,2,QRIS,405000,0,1350000,2/1/2024,LUNAS,
476,476,1,TRANSFER,1200000,0,4000000,9/13/2024,LUNAS,BUKTI-476-2024
477,477,1,TRANSFER,945000,0,3150000,9/14/2024,LUNAS,BUKTI-477-2024
478,478,4,KARTU KREDIT,192000,0,640000,7/15/2024,LUNAS,
479,479,2,QRIS,75000,0,250000,4/14/2024,LUNAS,
480,480,2,KARTU KREDIT,270000,0,900000,8/24/2024,LUNAS,
481,481,3,TRANSFER,2700000,0,9000000,12/15/2024,LUNAS,BUKTI-481-2024
482,482,4,KARTU KREDIT,522000,0,1740000,12/15/2024,LUNAS,
483,483,3,KARTU KREDIT,390000,910000,1300000,2/5/2024,DP,
484,484,3,TRANSFER,1890000,0,6300000,6/14/2024,LUNAS,BUKTI-484-2024
485,485,2,TRANSFER,585000,0,1950000,4/18/2024,LUNAS,BUKTI-485-2024
486,486,5,TRANSFER,255000,0,850000,7/16/2024,LUNAS,BUKTI-486-2024
487,487,1,CASH,270000,0,900000,6/30/2024,LUNAS,
488,488,2,CASH,465000,1085000,1550000,3/14/2024,DP,
489,489,1,CASH,1440000,0,4800000,3/27/2024,LUNAS,
490,490,1,TRANSFER,0,0,0,5/15/2024,BELUM BAYAR,BUKTI-490-2024
491,491,1,TRANSFER,420000,0,1400000,12/22/2024,LUNAS,BUKTI-491-2024
492,492,1,KARTU KREDIT,810000,0,2700000,12/2/2024,LUNAS,
493,493,2,TRANSFER,294000,0,980000,12/25/2024,LUNAS,BUKTI-493-2024
494,494,3,QRIS,150000,0,500000,10/27/2024,LUNAS,
495,495,3,TRANSFER,450000,0,1500000,5/9/2024,LUNAS,BUKTI-495-2024
496,496,1,QRIS,450000,1050000,1500000,12/2/2024,DP,
497,497,3,QRIS,210000,0,700000,7/24/2024,LUNAS,
498,498,1,CASH,261000,0,870000,12/12/2024,LUNAS,
499,499,5,KARTU KREDIT,450000,0,1500000,6/17/2024,LUNAS,
500,500,2,TRANSFER,623000,0,2075000,3/29/2024,LUNAS,BUKTI-500-2024
